src,dst,haul_category,direct_distance_km,runs,dijkstra_mean_time_ms,astar_mean_time_ms,dijkstra_median_time_ms,astar_median_time_ms,dijkstra_cost_km,astar_cost_km,cost_equal,cost_diff_km,dijkstra_hops,astar_hops,dijkstra_expanded_nodes,astar_expanded_nodes,expanded_nodes_saved_by_astar,pct_expansion_reduction,dijkstra_relaxations,astar_relaxations,relaxations_saved_by_astar,speedup_mean_d_over_a,speedup_median_d_over_a,mean_time_saved_ms,median_time_saved_ms,pct_time_reduction_mean
BOS,IAH,long,2567.6454196710893,200,0.06514749984489754,0.048665000358596444,0.05959998816251755,0.04630000330507755,2567.648966,2567.648966,True,0.0,1,1,14,2,12,85.71428571428571,195,19,176,1.3386930928767482,1.287256671879793,0.016482499486301094,0.013299984857439995,25.300279405261062
DEN,JFK,long,2609.7820950736727,200,0.10603750095469877,0.0593690006644465,0.06389999180100858,0.05395000334829092,2619.023305,2619.023305,True,0.0,2,2,17,5,12,70.58823529411765,236,67,169,1.786075220535083,1.1844298023205382,0.04666850029025227,0.009949988452717662,44.01131662862362
PHX,DTW,long,2683.97964694054,200,0.07336349954130128,0.045636500290129334,0.059500045608729124,0.032699957955628633,2683.983354,2683.983354,True,0.0,1,1,12,2,10,83.33333333333334,164,9,155,1.607561909324782,1.8195755997443843,0.027726999251171947,0.02680008765310049,37.79399759353429
MIA,DEN,long,2748.691960413039,200,0.07045700011076406,0.06358200073009357,0.06210000719875097,0.051099981646984816,2885.6863738,2885.6863738,True,0.0,2,2,15,4,11,73.33333333333333,211,42,169,1.1081280755831349,1.2152647652157271,0.006874999380670488,0.011000025551766157,9.757723675237994
SLC,CLT,long,2773.5940119480383,200,0.06689750007353723,0.040138499753084034,0.055800017435103655,0.03300001844763756,2773.597843,2773.597843,True,0.0,1,1,13,2,11,84.61538461538461,181,10,171,1.6666666787514193,1.6909086739949484,0.026759000320453197,0.022799998987466097,40.0000004350511
LAS,ATL,long,2804.8279085707227,200,0.06527000048663467,0.05165799957467243,0.055800017435103655,0.04179996903985739,2959.9339777,2959.9339777,True,0.0,2,2,12,3,9,75.0,162,21,141,1.2635022847194437,1.3349296355195108,0.013612000911962241,0.014000048395246267,20.85491161402637
DEN,BOS,long,2815.7313302086004,200,0.08239749993663281,0.05303800047840923,0.07624999852851033,0.04850002005696297,2815.735219,2815.735219,True,0.0,1,1,20,2,18,90.0,274,18,256,1.5535559258154026,1.5721642679519554,0.02935949945822358,0.027749978471547365,35.6315415890073
PHX,MCO,long,2969.687910689345,200,0.10870149970287457,0.05266200052574277,0.08965001325123012,0.03850000211969018,2969.692013,2969.692013,True,0.0,1,1,14,2,12,85.71428571428571,199,9,190,2.0641354034725286,2.328571644555316,0.0560394991771318,0.05115001113153994,51.553565802045554
PHL,SLC,long,3092.8145600680273,200,0.08426149957813323,0.05664599942974746,0.06985000800341368,0.048200017772614956,3105.9480605,3105.9480605,True,0.0,2,2,16,3,13,81.25,229,27,202,1.4875101582881345,1.4491697561800332,0.027615500148385763,0.02164999023079872,32.7735683398071
MCO,SLC,long,3103.2833801135844,200,0.0769035000121221,0.04060499923070893,0.07069998537190259,0.037299992982298136,3103.287667,3103.287667,True,0.0,1,1,17,2,15,88.23529411764706,238,11,227,1.8939416689844726,1.8954423236877136,0.03629850078141317,0.03339999238960445,47.20006342454054
EWR,SLC,long,3160.2462463714473,200,0.0723224991816096,0.048432000330649316,0.06835002568550408,0.04650000482797623,3160.250611,3160.250611,True,0.0,1,1,16,2,14,87.5,229,16,213,1.4932792097757237,1.4698928728794889,0.023890498850960284,0.021850020857527852,33.033287180754996
FLL,PHX,long,3168.9091267866625,200,0.08249249978689477,0.038785499637015164,0.07329997606575489,0.03600004129111767,3168.913504,3168.913504,True,0.0,1,1,16,2,14,87.5,229,10,219,2.1268902182239153,2.0361081109048693,0.043707000149879605,0.03729993477463722,52.982998772966205
JFK,SLC,long,3193.6019424482624,200,0.08426200016401708,0.04916549863992259,0.06920000305399299,0.041700026486068964,3193.606354,3193.606354,True,0.0,1,1,16,2,14,87.5,229,16,213,1.7138441080631284,1.6594714412738116,0.03509650152409449,0.027499976567924023,41.65163591628337
PHL,PHX,long,3332.824246059256,200,0.07778700062772259,0.04162200028076768,0.0703000114299357,0.03349996404722333,3332.82885,3332.82885,True,0.0,1,1,17,2,15,88.23529411764706,239,10,229,1.8688914541107653,2.0985100560357934,0.03616500034695491,0.036800047382712364,46.49234455000445
SLC,MIA,long,3357.451175131192,200,0.07985499978531152,0.05651599989505485,0.07290003122761846,0.049200025387108326,3376.2864476,3376.2864476,True,0.0,2,2,19,3,16,84.21052631578947,262,28,234,1.412962699653109,1.4817071872227152,0.023338999890256673,0.02370000584051013,29.22672337737534
LAX,CLT,long,3412.534185306926,200,0.05907550046686083,0.048945001035463065,0.058399979025125504,0.04369998350739479,3412.538899,3412.538899,True,0.0,1,1,13,2,11,84.61538461538461,181,17,164,1.2069772033319137,1.3363844637434066,0.010130499431397766,0.014699995517730713,17.14839375263626
PHX,JFK,long,3458.119060455386,200,0.0915404994157143,0.07997450098628178,0.07919996278360486,0.06264998228289187,3500.707409,3500.707409,True,0.0,2,2,19,4,15,78.94736842105263,258,42,216,1.1446210765530935,1.2641657650593203,0.011565998429432511,0.01654998050071299,12.634843051169797
MIA,LAS,long,3494.1538856851685,200,0.08830200036754832,0.03960700036259368,0.06890000076964498,0.036299985367804766,3494.158712,3494.158712,True,0.0,1,1,18,2,16,88.88888888888889,248,12,236,2.2294543782453164,1.8980724116421783,0.048695000004954636,0.03260001540184021,55.14597608464874
SEA,ATL,long,3504.977057741039,200,0.0628939998568967,0.05904050049139187,0.051799986977130175,0.04409998655319214,3504.981899,3504.981899,True,0.0,1,1,12,2,10,83.33333333333334,162,16,146,1.0652687449027751,1.1746032374556512,0.003853499365504831,0.007700000423938036,6.126974551265196
JFK,LAS,long,3609.2825234219513,200,0.07413299928884953,0.04653900134144351,0.07154999184422195,0.04549999721348286,3609.287509,3609.287509,True,0.0,1,1,18,2,16,88.88888888888889,248,16,232,1.5929220041692913,1.572527389584538,0.027593997947406024,0.026049994630739093,37.222287256839046
BOS,PHX,long,3693.775419721174,200,0.073297000490129,0.05870500084711239,0.06940000457689166,0.051799986977130175,3693.780522,3693.780522,True,0.0,1,1,17,2,15,88.23529411764706,239,19,220,1.2485648485214929,1.3397687649522372,0.014591999643016607,0.017600017599761486,19.908044729581707
FLL,LAX,long,3763.223185291661,200,0.0849324997398071,0.03967949975049123,0.07599999662488699,0.03334999200887978,3763.228383,3763.228383,True,0.0,1,1,19,2,17,89.47368421052632,260,10,250,2.1404629663647823,2.2788610145589003,0.04525299998931587,0.04265000461600721,53.28113516963424
BOS,LAS,long,3822.6708469982896,200,0.07538199977716431,0.05590099957771599,0.06469996878877282,0.04650000482797623,3822.676127,3822.676127,True,0.0,1,1,18,2,16,88.88888888888889,248,19,229,1.3484910886497654,1.3913970337879789,0.019481000199448317,0.018199963960796595,25.843039793366895
LAX,PHL,long,3856.3149105102643,200,0.07450400007655844,0.04916550009511411,0.06430002395063639,0.044599990360438824,3856.320237,3856.320237,True,0.0,1,1,17,2,15,88.23529411764706,232,17,215,1.5153715498149154,1.4417048844851754,0.02533849998144433,0.019700033590197563,34.00958331822066
EWR,LAX,long,3941.010291434483,200,0.08037349965889007,0.053490000136662275,0.07109995931386948,0.042199972085654736,3941.015735,3941.015735,True,0.0,1,1,20,2,18,90.0,276,16,260,1.5025892588061844,1.6848342735761872,0.026883499522227794,0.02889998722821474,33.44821320002609
SEA,BOS,long,4005.5088356419633,200,0.07972050021635368,0.0486549997003749,0.06600000779144466,0.0418000272475183,4005.514368,4005.514368,True,0.0,1,1,17,2,15,88.23529411764706,241,16,225,1.6384852678508888,1.5789465255758446,0.031065500515978783,0.024199980543926358,38.96802005967102
LAX,BOS,long,4193.029087460071,200,0.08521049952832982,0.0522720004664734,0.07369997911155224,0.04440004704520106,4193.034879,4193.034879,True,0.0,1,1,20,2,18,90.0,274,17,257,1.6301365696341152,1.6599076806500372,0.03293849906185642,0.029299932066351175,38.655446505046484
SEA,MIA,long,4379.461984846509,200,0.11750649922760203,0.05864299921086058,0.08269998943433166,0.04929996794089675,4393.763862,4393.763862,True,0.0,2,2,20,3,17,85.0,281,34,247,2.0037600533541613,1.6774856635500557,0.058863500016741455,0.033400021493434906,50.093824940462994
