algo,src,dst,haul_category,direct_distance_km,runs,mean_time_ms,median_time_ms,min_time_ms,stdev_time_ms,cost_km,hops,expanded_nodes,relaxations,heap_pushes,status
ASTAR,DFW,PHL,long,2092.876657283358,200,0.13624848500171538,0.049005499988652446,0.04332599996814679,1.1663065038705882,2092.879548,1,2,17,18,OK
DIJKSTRA,PHL,IAH,long,2129.4835088611494,200,0.07541886999689495,0.07285449999017146,0.060096999959569075,0.015394096091588424,2129.48645,1,13,178,30,OK
ASTAR,PHL,IAH,long,2129.4835088611494,200,0.04002316000224937,0.034258499994166414,0.03351099996962148,0.009915564493058924,2129.48645,1,2,10,11,OK
DIJKSTRA,EWR,DFW,long,2204.7901408863736,200,0.06509039000263783,0.05590949999145778,0.054991000013160374,0.015511379371552267,2204.793186,1,13,178,21,OK
ASTAR,EWR,DFW,long,2204.7901408863736,200,0.04596276500137719,0.04300649996480388,0.04238700000769313,0.008353476128308161,2204.793186,1,2,16,17,OK
DIJKSTRA,JFK,DFW,long,2234.896132049454,200,0.24566910999851643,0.0565494999875682,0.0554599999986749,2.561314697272052,2234.899219,1,13,178,22,OK
ASTAR,JFK,DFW,long,2234.896132049454,200,0.04917710500137673,0.043228999970779114,0.04234199997199539,0.011798160900378229,2234.899219,1,2,16,17,OK
DIJKSTRA,IAH,EWR,long,2250.545086627395,200,0.07265087999826392,0.0631994999764629,0.062000000013995304,0.01684047779725091,2306.8821159999998,2,16,208,24,OK
ASTAR,IAH,EWR,long,2250.545086627395,200,0.057121535000703716,0.05287399997655484,0.05185899999560206,0.008172143636599627,2306.8821159999998,2,4,45,20,OK
DIJKSTRA,PHX,ORD,long,2313.425886292582,200,0.06292696999850023,0.05878150000171445,0.05797800002937947,0.0075743421453427036,2588.7067276,2,11,148,41,OK
ASTAR,PHX,ORD,long,2313.425886292582,200,0.05380174500430712,0.05532300002641932,0.044003000027714734,0.008769964247911852,2588.7067276,2,3,23,17,OK
DIJKSTRA,MSP,FLL,long,2396.0161017471937,200,0.1689370300016435,0.09499199998685981,0.06846799999493669,1.1387847480659345,2396.019411,1,18,254,21,OK
ASTAR,MSP,FLL,long,2396.0161017471937,200,0.043444234998730735,0.03962950000868659,0.03887599996232893,0.007725250332292923,2396.019411,1,2,14,15,OK
DIJKSTRA,LAX,MSP,long,2467.2941748789767,200,0.050019404997385664,0.04541250001466324,0.04430399997090717,0.008229855032896992,2467.297583,1,9,115,22,OK
ASTAR,LAX,MSP,long,2467.2941748789767,200,0.04910493999744858,0.04471299999408984,0.0437479999959578,0.00897218114613802,2467.297583,1,2,17,18,OK
DIJKSTRA,DEN,PHL,long,2500.3905970170435,200,0.06811808999970026,0.06221449999088691,0.06102400004692754,0.009646874071056001,2500.394051,1,15,210,21,OK
ASTAR,DEN,PHL,long,2500.3905970170435,200,0.048650275003012666,0.046179000008805815,0.045198999998774525,0.0065213488711298746,2500.394051,1,2,18,19,OK
DIJKSTRA,ATL,PHX,long,2549.0812304898345,200,0.23078626499852817,0.06398899998316665,0.06293899997444896,2.2718969519911125,2549.084751,1,16,229,20,OK
ASTAR,ATL,PHX,long,2549.0812304898345,200,0.052770279999947434,0.04770900000039546,0.04674699999895893,0.00985562127258298,2549.084751,1,2,19,20,OK
DIJKSTRA,BOS,IAH,long,2567.6454196710893,200,0.06394217499774868,0.05811850002146457,0.057054000023981644,0.009129190010044325,2567.648966,1,14,195,20,OK
ASTAR,BOS,IAH,long,2567.6454196710893,200,0.05566063499969687,0.04805000003216264,0.04658599999629587,0.012493977053508474,2567.648966,1,2,19,20,OK
DIJKSTRA,DEN,JFK,long,2609.7820950736727,200,0.07138511000022163,0.06649199997355026,0.06576700002369762,0.01179146470304581,2619.023305,2,17,236,21,OK
ASTAR,DEN,JFK,long,2609.7820950736727,200,0.05905328000153531,0.056346999969036915,0.05511799997748312,0.006597861674252262,2619.023305,2,5,67,20,OK
DIJKSTRA,PHX,DTW,long,2683.97964694054,200,0.06480005000071287,0.061828000013974815,0.06095600002709034,0.007024923393418629,2683.983354,1,12,164,42,OK
ASTAR,PHX,DTW,long,2683.97964694054,200,0.09928900000232943,0.03268649999199624,0.03190600000380073,0.8533017185938276,2683.983354,1,2,9,10,OK
DIJKSTRA,MIA,DEN,long,2748.691960413039,200,0.06720546000252625,0.06467500000439941,0.06379900003139483,0.008471817737505069,2885.6863738,2,15,211,25,OK
ASTAR,MIA,DEN,long,2748.691960413039,200,0.05566298500212952,0.052859000021499014,0.051652999957241263,0.007119704362210843,2885.6863738,2,4,42,20,OK
DIJKSTRA,SLC,CLT,long,2773.5940119480383,200,0.06436011500227323,0.05826849999834849,0.0573560000134421,0.010800597606815038,2773.597843,1,13,181,24,OK
ASTAR,SLC,CLT,long,2773.5940119480383,200,0.03717509499978178,0.03392200000007506,0.03319299997883718,0.007569902534178588,2773.597843,1,2,10,11,OK
DIJKSTRA,LAS,ATL,long,2804.8279085707227,200,0.06303710499906856,0.0580605000095602,0.05704599999489801,0.009458132566219728,2959.9339777,2,12,162,33,OK
ASTAR,LAS,ATL,long,2804.8279085707227,200,0.1663633149999555,0.04203599999641483,0.040923000028669776,1.712676533251129,2959.9339777,2,3,21,15,OK
DIJKSTRA,DEN,BOS,long,2815.7313302086004,200,0.0823238449982,0.07646150001505703,0.0734640000246145,0.009548478462883158,2815.735219,1,20,274,21,OK
ASTAR,DEN,BOS,long,2815.7313302086004,200,0.04975099499830549,0.04580849997637415,0.04492800002253716,0.007811175989679685,2815.735219,1,2,18,19,OK
DIJKSTRA,PHX,MCO,long,2969.687910689345,200,0.07601529999817558,0.07010000001628214,0.06865699998570562,0.009408819926929423,2969.692013,1,14,199,44,OK
ASTAR,PHX,MCO,long,2969.687910689345,200,0.036329355000930263,0.03300599999533915,0.03213099995491575,0.006613840830734651,2969.692013,1,2,9,10,OK
DIJKSTRA,PHL,SLC,long,3092.8145600680273,200,0.08333642000138752,0.07213600000000042,0.0707870000269395,0.035552874797257154,3105.9480605,2,16,229,30,OK
ASTAR,PHL,SLC,long,3092.8145600680273,200,0.05419458499829943,0.0502194999967287,0.04927100002305451,0.008154203266391583,3105.9480605,2,3,27,20,OK
DIJKSTRA,MCO,SLC,long,3103.2833801135844,200,0.16236022000072126,0.08014050001747819,0.06855200001609774,1.1464427923798302,3103.287667,1,17,238,26,OK
ASTAR,MCO,SLC,long,3103.2833801135844,200,0.03958036499824402,0.03582699997650707,0.03500299999359413,0.007238196772698301,3103.287667,1,2,11,12,OK
DIJKSTRA,EWR,SLC,long,3160.2462463714473,200,0.07157352499632452,0.06630699999732315,0.06417000003011708,0.008330565038624727,3160.250611,1,16,229,21,OK
ASTAR,EWR,SLC,long,3160.2462463714473,200,0.04755802999994785,0.04351499998733743,0.04252400003679213,0.008302398857553904,3160.250611,1,2,16,17,OK
DIJKSTRA,FLL,PHX,long,3168.9091267866625,200,0.08035487000142894,0.0698449999845252,0.06813400000282854,0.016044315976369884,3168.913504,1,16,229,26,OK
ASTAR,FLL,PHX,long,3168.9091267866625,200,0.03856020000029048,0.03412250001133543,0.03328500002908186,0.008339174025470696,3168.913504,1,2,10,11,OK
DIJKSTRA,JFK,SLC,long,3193.6019424482624,200,0.15338148999887835,0.06619100000193612,0.06494799998790768,1.1421465893583513,3193.606354,1,16,229,22,OK
ASTAR,JFK,SLC,long,3193.6019424482624,200,0.047684704997834615,0.043282999996563376,0.04225499998256055,0.009283218692464477,3193.606354,1,2,16,17,OK
DIJKSTRA,PHL,PHX,long,3332.824246059256,200,0.10612305500131924,0.11550199999987854,0.07339299997966009,0.021585656106151613,3332.82885,1,17,239,30,OK
ASTAR,PHL,PHX,long,3332.824246059256,200,0.05504686499421041,0.0545430000045144,0.05035300000599818,0.005770563999777243,3332.82885,1,2,10,11,OK
DIJKSTRA,SLC,MIA,long,3357.451175131192,200,0.29167118999964714,0.07697749998669678,0.07278700002188998,2.8470242201506624,3376.2864476,2,19,262,24,OK
ASTAR,SLC,MIA,long,3357.451175131192,200,0.055822374999934254,0.048937499997236955,0.047775000041383464,0.011503987803163217,3376.2864476,2,3,28,19,OK
DIJKSTRA,LAX,CLT,long,3412.534185306926,200,0.06637259499910897,0.058455500010268224,0.05710399994995896,0.014517910714031617,3412.538899,1,13,181,24,OK
ASTAR,LAX,CLT,long,3412.534185306926,200,0.04700836500035166,0.04442150000727452,0.043364000021028914,0.0068452946037459855,3412.538899,1,2,17,18,OK
DIJKSTRA,PHX,JFK,long,3458.119060455386,200,0.3575431850029531,0.08400500001926048,0.08219899996220192,3.691679991063313,3500.707409,2,19,258,46,OK
ASTAR,PHX,JFK,long,3458.119060455386,200,0.06419697499808308,0.06005250000384876,0.05878399997527595,0.009783654051984838,3500.707409,2,4,42,26,OK
DIJKSTRA,MIA,LAS,long,3494.1538856851685,200,0.41347942499697865,0.11063200000194229,0.07167899997284621,4.2564055152946265,3494.158712,1,18,248,26,OK
ASTAR,MIA,LAS,long,3494.1538856851685,200,0.044830010001248866,0.037642500018364444,0.03644000003077963,0.011511505319039337,3494.158712,1,2,12,13,OK
DIJKSTRA,SEA,ATL,long,3504.977057741039,200,0.405305994998173,0.05440349997343219,0.05287200002612735,4.821609894374682,3504.981899,1,12,162,24,OK
ASTAR,SEA,ATL,long,3504.977057741039,200,0.05236315000132663,0.04308549998199851,0.041699000007611176,0.014510545648892035,3504.981899,1,2,16,17,OK
DIJKSTRA,JFK,LAS,long,3609.2825234219513,200,0.07960211500119385,0.06993900001361908,0.06868899998835332,0.017828947924957917,3609.287509,1,18,248,22,OK
ASTAR,JFK,LAS,long,3609.2825234219513,200,0.3539795850048222,0.04329250000978391,0.04218399999444955,4.259383266400457,3609.287509,1,2,16,17,OK
DIJKSTRA,BOS,PHX,long,3693.775419721174,200,0.0755608549985709,0.06633700002112164,0.06496700001434874,0.014403407259060355,3693.780522,1,17,239,20,OK
ASTAR,BOS,PHX,long,3693.775419721174,200,0.054622940001536335,0.04820450001830068,0.04690299999765557,0.011948444365254333,3693.780522,1,2,19,20,OK
DIJKSTRA,FLL,LAX,long,3763.223185291661,200,0.3647737799991546,0.07620799996743699,0.07488500000363274,3.9920126541667997,3763.228383,1,19,260,26,OK
ASTAR,FLL,LAX,long,3763.223185291661,200,0.04926344499750712,0.05325549997792223,0.03339300002380696,0.009603396203092782,3763.228383,1,2,10,11,OK
DIJKSTRA,BOS,LAS,long,3822.6708469982896,200,0.4190451749983026,0.10657900000410336,0.0664689999894108,4.5394536472918166,3822.676127,1,18,248,20,OK
ASTAR,BOS,LAS,long,3822.6708469982896,200,0.056007915000009234,0.04844950001370307,0.046736999991026096,0.01169092289105036,3822.676127,1,2,19,20,OK
DIJKSTRA,LAX,PHL,long,3856.3149105102643,200,0.07194794499781665,0.06757749997632345,0.066674000038347,0.008813206594321688,3856.320237,1,17,232,24,OK
ASTAR,LAX,PHL,long,3856.3149105102643,200,0.05276071999986698,0.04558850000080383,0.043624999989333446,0.01134464380832294,3856.320237,1,2,17,18,OK
DIJKSTRA,EWR,LAX,long,3941.010291434483,200,0.3740679449987283,0.08777050001640418,0.07336400000212961,3.9756320562346557,3941.015735,1,20,276,21,OK
ASTAR,EWR,LAX,long,3941.010291434483,200,0.048228795002387415,0.04317900001638009,0.04217100001824292,0.010210105963884306,3941.015735,1,2,16,17,OK
DIJKSTRA,SEA,BOS,long,4005.5088356419633,200,0.08281928999934962,0.08094150001625167,0.06802399997241082,0.01667254641306573,4005.514368,1,17,241,24,OK
ASTAR,SEA,BOS,long,4005.5088356419633,200,0.06760723999775564,0.06676050000464784,0.04177499999968859,0.030851267235670908,4005.514368,1,2,16,17,OK
DIJKSTRA,LAX,BOS,long,4193.029087460071,200,0.08953530000042065,0.07645750000051521,0.0752979999560921,0.024641320100264506,4193.034879,1,20,274,24,OK
ASTAR,LAX,BOS,long,4193.029087460071,200,0.04762837000015452,0.04399950000788522,0.04303500003288718,0.00913822510455064,4193.034879,1,2,17,18,OK
DIJKSTRA,SEA,MIA,long,4379.461984846509,200,0.09288158999993357,0.08803850002436775,0.07678899999064015,0.01828542073376572,4393.763862,2,20,281,24,OK
ASTAR,SEA,MIA,long,4379.461984846509,200,0.05970083499988732,0.05162900001209891,0.050226000041675434,0.013240100807489847,4393.763862,2,3,34,20,OK
